,item,sentence,condition,e1,e2,context,target,semantic_association,implementation,model
195,49,Tamara's birthday gift had been denying the rumor.,No-Attraction Violation,0,1,Tamara's birthday gift had been,denying,0.76370823,SE,intfloat/multilingual-e5-large
196,50,The noises in the attic had been hearing nightly.,Attraction Violation,1,1,The noises in the attic had been,hearing,0.8141562,SE,intfloat/multilingual-e5-large
197,50,The noises in the attic had been heard by the boys.,Passive Control,1,1,The noises in the attic had been,heard,0.82662433,SE,intfloat/multilingual-e5-large
198,50,The frightened campers had been hearing noises in the woods.,Active Control,1,0,The frightened campers had been,hearing,0.76830107,SE,intfloat/multilingual-e5-large
199,50,A package had been hearing nightly.,No-Attraction Violation,0,1,A package had been,hearing,0.78587204,SE,intfloat/multilingual-e5-large
200,51,The appetizers had been serving before the meal.,Attraction Violation,1,1,The appetizers had been,serving,0.8127912,SE,intfloat/multilingual-e5-large
201,51,The appetizers had been served before the meal.,Passive Control,1,1,The appetizers had been,served,0.83596134,SE,intfloat/multilingual-e5-large
202,51,The waiters had been serving the meal.,Active Control,1,0,The waiters had been,serving,0.83464056,SE,intfloat/multilingual-e5-large
203,51,The final exams had been serving before the meal.,No-Attraction Violation,0,1,The final exams had been,serving,0.7693823,SE,intfloat/multilingual-e5-large
204,52,Billy's unruly hair was combing his mother to one side.,Attraction Violation,1,1,Billy's unruly hair was,combing,0.7811705,SE,intfloat/multilingual-e5-large
205,52,Billy's unruly hair was combed by his mother to one side.,Passive Control,1,1,Billy's unruly hair was,combed,0.79234266,SE,intfloat/multilingual-e5-large
206,52,The patient barber was combing the boy's hair to one side.,Active Control,1,0,The patient barber was,combing,0.8173617,SE,intfloat/multilingual-e5-large
207,52,The girl's disease was combing the area for escaped prisoners.,No-Attraction Violation,0,1,The girl's disease was,combing,0.76485753,SE,intfloat/multilingual-e5-large
208,53,A drawing of the house had been sketching again.,Attraction Violation,1,1,A drawing of the house had been,sketching,0.8130068,SE,intfloat/multilingual-e5-large
209,53,A drawing of the house had been sketched again.,Passive Control,1,1,A drawing of the house had been,sketched,0.8198226,SE,intfloat/multilingual-e5-large
210,53,An artist in the studio had been sketching the house.,Active Control,1,0,An artist in the studio had been,sketching,0.79237074,SE,intfloat/multilingual-e5-large
211,53,The cheap products had been sketching again.,No-Attraction Violation,0,1,The cheap products had been,sketching,0.76304907,SE,intfloat/multilingual-e5-large
212,54,The simple coffin was burying the villagers.,Attraction Violation,1,1,The simple coffin was,burying,0.8334017,SE,intfloat/multilingual-e5-large
213,54,The simple coffin was buried at the church.,Passive Control,1,1,The simple coffin was,buried,0.8265008,SE,intfloat/multilingual-e5-large
214,54,The tribal people were burying their dead.,Active Control,1,0,The tribal people were,burying,0.80098313,SE,intfloat/multilingual-e5-large
215,54,The vocabulary list was burying at the church.,No-Attraction Violation,0,1,The vocabulary list was,burying,0.8066246,SE,intfloat/multilingual-e5-large
216,55,The homicide case had been investigating diligently.,Attraction Violation,1,1,The homicide case had been,investigating,0.80286163,SE,intfloat/multilingual-e5-large
217,55,The homicide case had been investigated by the FBI.,Passive Control,1,1,The homicide case had been,investigated,0.8140779,SE,intfloat/multilingual-e5-large
218,55,The FBI agents had been investigating the homicide case for weeks.,Active Control,1,0,The FBI agents had been,investigating,0.80945265,SE,intfloat/multilingual-e5-large
219,55,Martin's tonsils had been investigating the problem.,No-Attraction Violation,0,1,Martin's tonsils had been,investigating,0.7714153,SE,intfloat/multilingual-e5-large
220,56,Mark's wrinkly shirts were ironing by his mother.,Attraction Violation,1,1,Mark's wrinkly shirts were,ironing,0.7914021,SE,intfloat/multilingual-e5-large
221,56,Mark's wrinkly shirts were ironed by his mother.,Passive Control,1,1,Mark's wrinkly shirts were,ironed,0.7886832,SE,intfloat/multilingual-e5-large
222,56,Mark's doting mother was ironing his shirts while he slept.,Active Control,1,0,Mark's doting mother was,ironing,0.7562854,SE,intfloat/multilingual-e5-large
223,56,The firewood had been ironing her dress.,No-Attraction Violation,0,1,The firewood had been,ironing,0.7790633,SE,intfloat/multilingual-e5-large
224,57,An important lesson had been learning in space.,Attraction Violation,1,1,An important lesson had been,learning,0.8168825,SE,intfloat/multilingual-e5-large
225,57,An important lesson had been learned in space.,Passive Control,1,1,An important lesson had been,learned,0.8500316,SE,intfloat/multilingual-e5-large
226,57,The children had been learning Spanish.,Active Control,1,0,The children had been,learning,0.7748717,SE,intfloat/multilingual-e5-large
227,57,The bathroom floor had been learning in space.,No-Attraction Violation,0,1,The bathroom floor had been,learning,0.7594819,SE,intfloat/multilingual-e5-large
228,58,The height of the bookcase was measuring by a carpenter.,Attraction Violation,1,1,The height of the bookcase was,measuring,0.79891276,SE,intfloat/multilingual-e5-large
229,58,The height of the bookcase was measured incorrectly.,Passive Control,1,1,The height of the bookcase was,measured,0.7931596,SE,intfloat/multilingual-e5-large
230,58,The carpenter was measuring the height of the bookcase.,Active Control,1,0,The carpenter was,measuring,0.81678545,SE,intfloat/multilingual-e5-large
231,58,An urgent message had been measuring her heart rate.,No-Attraction Violation,0,1,An urgent message had been,measuring,0.7890186,SE,intfloat/multilingual-e5-large
232,59,Several important topics were discussing despite the weather.,Attraction Violation,1,1,Several important topics were,discussing,0.8341998,SE,intfloat/multilingual-e5-large
233,59,Several important topics were discussed by the board of trustees.,Passive Control,1,1,Several important topics were,discussed,0.85357165,SE,intfloat/multilingual-e5-large
234,59,The board members were discussing several important topics.,Active Control,1,0,The board members were,discussing,0.82276577,SE,intfloat/multilingual-e5-large
235,59,"The fresh, warm bread was discussing despite the weather.",No-Attraction Violation,0,1,"The fresh, warm bread was",discussing,0.78305906,SE,intfloat/multilingual-e5-large
236,60,The dusty tabletops were wiping thoroughly.,Attraction Violation,1,1,The dusty tabletops were,wiping,0.81359434,SE,intfloat/multilingual-e5-large
237,60,The dusty tabletops were wiped thoroughly.,Passive Control,1,1,The dusty tabletops were,wiped,0.8155629,SE,intfloat/multilingual-e5-large
238,60,The tired busboy was wiping for hours.,Active Control,1,0,The tired busboy was,wiping,0.7858239,SE,intfloat/multilingual-e5-large
239,60,The hearty meal was wiping thoroughly.,No-Attraction Violation,0,1,The hearty meal was,wiping,0.78511256,SE,intfloat/multilingual-e5-large
240,61,A tiny spy camera was concealing by the agent inside a flowerpot.,Attraction Violation,1,1,A tiny spy camera was,concealing,0.8183527,SE,intfloat/multilingual-e5-large
241,61,A tiny spy camera was concealed by the agent inside a flowerpot.,Passive Control,1,1,A tiny spy camera was,concealed,0.8232638,SE,intfloat/multilingual-e5-large
242,61,The sneaky lawyer was concealing the truth.,Active Control,1,0,The sneaky lawyer was,concealing,0.823795,SE,intfloat/multilingual-e5-large
243,61,A faint light was concealing their identity.,No-Attraction Violation,0,1,A faint light was,concealing,0.80375797,SE,intfloat/multilingual-e5-large
244,62,"The fresh, warm bread was slicing by the baker into halves.",Attraction Violation,1,1,"The fresh, warm bread was",slicing,0.7891675,SE,intfloat/multilingual-e5-large
245,62,"The fresh, warm bread was sliced with love.",Passive Control,1,1,"The fresh, warm bread was",sliced,0.79894745,SE,intfloat/multilingual-e5-large
246,62,The chef's assistants were slicing the mushrooms for a pie.,Active Control,1,0,The chef's assistants were,slicing,0.79194295,SE,intfloat/multilingual-e5-large
247,62,Several important topics were slicing with love.,No-Attraction Violation,0,1,Several important topics were,slicing,0.77578115,SE,intfloat/multilingual-e5-large
248,63,The tarnished silverware was polishing by the butler.,Attraction Violation,1,1,The tarnished silverware was,polishing,0.8067465,SE,intfloat/multilingual-e5-large
249,63,The tarnished silverware was polished by the butler.,Passive Control,1,1,The tarnished silverware was,polished,0.81309736,SE,intfloat/multilingual-e5-large
250,63,The thorough butler was polishing the doorknobs.,Active Control,1,0,The thorough butler was,polishing,0.82505405,SE,intfloat/multilingual-e5-large
251,63,The winning lottery numbers had been polishing his shoes.,No-Attraction Violation,0,1,The winning lottery numbers had been,polishing,0.7720724,SE,intfloat/multilingual-e5-large
252,64,Poisonous fumes had been inhaling the firefighters.,Attraction Violation,1,1,Poisonous fumes had been,inhaling,0.82088053,SE,intfloat/multilingual-e5-large
253,64,Poisonous fumes had been inhaled by the firefighters.,Passive Control,1,1,Poisonous fumes had been,inhaled,0.8376812,SE,intfloat/multilingual-e5-large
254,64,The firefighters had been inhaling the smoke.,Active Control,1,0,The firefighters had been,inhaling,0.7909216,SE,intfloat/multilingual-e5-large
255,64,The man's signature was inhaling during the fire.,No-Attraction Violation,0,1,The man's signature was,inhaling,0.7744124,SE,intfloat/multilingual-e5-large
256,65,A genetic mutation was discovering the scientists.,Attraction Violation,1,1,A genetic mutation was,discovering,0.81264216,SE,intfloat/multilingual-e5-large
257,65,A genetic mutation was discovered suddenly.,Passive Control,1,1,A genetic mutation was,discovered,0.8202184,SE,intfloat/multilingual-e5-large
258,65,The excited explorers were discovering ancient artifacts everywhere they looked.,Active Control,1,0,The excited explorers were,discovering,0.84496593,SE,intfloat/multilingual-e5-large
259,65,The pizza had been discovering new methods for making dough.,No-Attraction Violation,0,1,The pizza had been,discovering,0.78337735,SE,intfloat/multilingual-e5-large
260,66,The Queen's 80th birthday was celebrating expensively.,Attraction Violation,1,1,The Queen's 80th birthday was,celebrating,0.79344755,SE,intfloat/multilingual-e5-large
261,66,The Queen's 80th birthday was celebrated by thousands of people in the streets.,Passive Control,1,1,The Queen's 80th birthday was,celebrated,0.79320115,SE,intfloat/multilingual-e5-large
262,66,Thousands of excited fans were celebrating the Superbowl victory in the streets.,Active Control,1,0,Thousands of excited fans were,celebrating,0.81698084,SE,intfloat/multilingual-e5-large
263,66,The car door had been celebrating her promotion.,No-Attraction Violation,0,1,The car door had been,celebrating,0.7679124,SE,intfloat/multilingual-e5-large
264,67,The diagram on the chalkboard had been erasing Mrs. Larson.,Attraction Violation,1,1,The diagram on the chalkboard had been,erasing,0.78255415,SE,intfloat/multilingual-e5-large
265,67,The diagram on the chalkboard had been erased by Mrs. Larson.,Passive Control,1,1,The diagram on the chalkboard had been,erased,0.78854966,SE,intfloat/multilingual-e5-large
266,67,Mrs. Larson had been erasing the chalkboard.,Active Control,1,0,Mrs. Larson had been,erasing,0.7609663,SE,intfloat/multilingual-e5-large
267,67,Food for the homeless had been erasing over and over.,No-Attraction Violation,0,1,Food for the homeless had been,erasing,0.75536543,SE,intfloat/multilingual-e5-large
268,68,The movie was directing Steven Spielberg.,Attraction Violation,1,1,The movie was,directing,0.8062631,SE,intfloat/multilingual-e5-large
269,68,The movie was directed professionally.,Passive Control,1,1,The movie was,directed,0.8248995,SE,intfloat/multilingual-e5-large
270,68,Steven Spielberg was directing another blockbuster.,Active Control,1,0,Steven Spielberg was,directing,0.78390485,SE,intfloat/multilingual-e5-large
271,68,The victim's body had been directing the police.,No-Attraction Violation,0,1,The victim's body had been,directing,0.7461281,SE,intfloat/multilingual-e5-large
272,69,Theresa's birthday gift had been wrapping yesterday.,Attraction Violation,1,1,Theresa's birthday gift had been,wrapping,0.7728253,SE,intfloat/multilingual-e5-large
273,69,Theresa's birthday gift had been wrapped yesterday.,Passive Control,1,1,Theresa's birthday gift had been,wrapped,0.7873292,SE,intfloat/multilingual-e5-large
